Store,Dept,Date,FutureValue
13,96,2013-05-31,9518.121277971348
13,96,2013-06-07,9927.487887627776
13,96,2013-06-14,10450.632609423672
13,96,2013-06-21,10103.433421864065
13,96,2013-06-28,10382.013851071519
13,96,2013-07-05,10988.43945907259
13,96,2013-07-12,10598.426858182153
13,96,2013-07-19,10708.686059636893
13,96,2013-07-26,10873.488376704883
13,97,2012-11-02,29424.439736032946
13,97,2012-11-09,29113.818597039804
13,97,2012-11-16,27500.39686673833
13,97,2012-11-23,22203.225970963074
13,97,2012-11-30,27683.640762705603
13,97,2012-12-07,28211.410206297296
13,97,2012-12-14,27361.554771969037
13,97,2012-12-21,26608.02982621327
13,97,2012-12-28,25937.820597694634
13,97,2013-01-04,24910.813370961463
13,97,2013-01-11,25564.358685482774
13,97,2013-01-18,24720.03535709229
13,97,2013-01-25,25027.84019367439
13,97,2013-02-01,26578.690000506132
13,97,2013-02-08,26298.049826189337
13,97,2013-02-15,26455.433875029907
13,97,2013-02-22,26818.76091420192
13,97,2013-03-01,26628.010039332643
13,97,2013-03-08,27620.893136413593
13,97,2013-03-15,28448.51683723477
13,97,2013-03-22,27852.469095436754
13,97,2013-03-29,27831.471198182902
13,97,2013-04-05,29074.454050028085
13,97,2013-04-12,28351.570912849158
13,97,2013-04-19,27980.228133464683
13,97,2013-04-26,28638.766911953702
13,97,2013-05-03,29246.804855896306
13,97,2013-05-10,29737.35341628235
13,97,2013-05-17,30812.505302543723
13,97,2013-05-24,29696.092398112043
13,97,2013-05-31,30064.73424584864
13,97,2013-06-07,30719.97043648205
13,97,2013-06-14,31516.262098390827
13,97,2013-06-21,30977.389873799315
13,97,2013-06-28,31431.518647302422
13,97,2013-07-05,32351.55185975223
13,97,2013-07-12,31711.499941569942
13,97,2013-07-19,31890.377233138206
13,97,2013-07-26,32166.30254288706
13,98,2012-11-02,14918.149246909776
13,98,2012-11-09,14989.46606122109
13,98,2012-11-16,15583.05410189373
13,98,2012-11-23,24889.98339917397
13,98,2012-11-30,16031.071557369578
13,98,2012-12-07,15295.648313480111
13,98,2012-12-14,15497.390681964473
13,98,2012-12-21,15695.263547463655
13,98,2012-12-28,15726.386425725068
13,98,2013-01-04,16235.986046016928
13,98,2013-01-11,16010.46473923771
13,98,2013-01-18,16301.162852490836
13,98,2013-01-25,16189.218193161145
13,98,2013-02-01,15687.533415733702
13,98,2013-02-08,15832.423060735015
13,98,2013-02-15,15772.6865182011
13,98,2013-02-22,15678.87605424115
13,98,2013-03-01,15777.610024837173
13,98,2013-03-08,15426.352487492508
13,98,2013-03-15,15112.221713148128
13,98,2013-03-22,15520.871309867758
13,98,2013-03-29,15346.09537965075
13,98,2013-04-05,14917.065064009332
13,98,2013-04-12,15167.336157998585
13,98,2013-04-19,15317.349963081959
13,98,2013-04-26,15081.07849898471
13,98,2013-05-03,14858.372507778055
13,98,2013-05-10,14684.496607499179
13,98,2013-05-17,14325.740664502822
13,98,2013-05-24,14776.44628374993
13,98,2013-05-31,14663.426699931639
13,98,2013-06-07,14446.639577694112
13,98,2013-06-14,14224.069883704882
13,98,2013-06-21,14337.227356882024
13,98,2013-06-28,14149.412828631463
13,98,2013-07-05,13827.84448765366
13,98,2013-07-12,14031.520048707258
13,98,2013-07-19,13969.745486335798
13,98,2013-07-26,13871.739362250832
13,99,2012-11-02,90.02
13,99,2012-11-09,90.02
13,99,2012-11-16,90.02
13,99,2012-11-23,90.02
13,99,2012-11-30,90.02
13,99,2012-12-07,90.02
13,99,2012-12-14,90.02
13,99,2012-12-21,90.02
13,99,2012-12-28,90.02
13,99,2013-01-04,90.02
13,99,2013-01-11,90.02
13,99,2013-01-18,90.02
13,99,2013-01-25,90.02
13,99,2013-02-01,90.02
13,99,2013-02-08,90.02
13,99,2013-02-15,90.02
13,99,2013-02-22,90.02
13,99,2013-03-01,90.02
13,99,2013-03-08,90.02
13,99,2013-03-15,90.02
13,99,2013-03-22,90.02
13,99,2013-03-29,90.02
13,99,2013-04-05,90.02
13,99,2013-04-12,90.02
13,99,2013-04-19,90.02
13,99,2013-04-26,90.02
13,99,2013-05-03,90.02
13,99,2013-05-10,90.02
13,99,2013-05-17,90.02
13,99,2013-05-24,90.02
13,99,2013-05-31,90.02
13,99,2013-06-07,90.02
13,99,2013-06-14,90.02
13,99,2013-06-21,90.02
13,99,2013-06-28,90.02
13,99,2013-07-05,90.02
13,99,2013-07-12,90.02
13,99,2013-07-19,90.02
13,99,2013-07-26,90.02
13,50,2012-11-02,2266.3310662180747
13,50,2012-11-09,2124.9642825252554
13,50,2012-11-16,2130.6711932254007
13,50,2012-11-23,2126.6322612688537
13,50,2012-11-30,2115.5791095060827
13,50,2012-12-07,2164.894103292691
13,50,2012-12-14,2144.099084758995
13,50,2012-12-21,2113.0894477037764
13,50,2012-12-28,2113.250565741325
13,50,2013-01-04,2114.410009762414
13,50,2013-01-11,2114.5101642181876
13,50,2013-01-18,2129.976927839161
13,50,2013-01-25,2113.8465699507287
13,50,2013-02-01,2620.8235025503513
13,50,2013-02-08,3349.4566346963907
13,50,2013-02-15,2311.36554565576
13,50,2013-02-22,2154.192722756436
13,50,2013-03-01,2124.7836637146543
13,50,2013-03-08,2263.046795245861
13,50,2013-03-15,2157.168010606112
13,50,2013-03-22,2170.7397913389273
13,50,2013-03-29,2115.2576307425607
13,50,2013-04-05,2170.8420284015315
13,50,2013-04-12,2136.5873112480976
13,50,2013-04-19,2113.6998408331024
13,50,2013-04-26,2119.3899013507075
13,50,2013-05-03,2221.258153217966
13,50,2013-05-10,2128.754816285253
13,50,2013-05-17,2147.837174692435
13,50,2013-05-24,2128.662234945228
13,50,2013-05-31,2112.890274759592
13,50,2013-06-07,2284.5722407934963
13,50,2013-06-14,2220.072203291757
13,50,2013-06-21,2209.1862280591336
13,50,2013-06-28,2199.525393626717
13,50,2013-07-05,2394.436566923766
13,50,2013-07-12,2157.623722846276
13,50,2013-07-19,2132.3584834141575
13,50,2013-07-26,2114.9569780473466
13,43,2012-11-02,1.07
13,43,2012-11-09,1.07
13,43,2012-11-16,1.07
13,43,2012-11-23,1.07
13,43,2012-11-30,1.07
13,43,2012-12-07,1.07
13,43,2012-12-14,1.07
13,43,2012-12-21,1.07
13,43,2012-12-28,1.07
13,43,2013-01-04,1.07
13,43,2013-01-11,1.07
13,43,2013-01-18,1.07
13,43,2013-01-25,1.07
13,43,2013-02-01,1.07
13,43,2013-02-08,1.07
13,43,2013-02-15,1.07
13,43,2013-02-22,1.07
13,43,2013-03-01,1.07
13,43,2013-03-08,1.07
13,43,2013-03-15,1.07
13,43,2013-03-22,1.07
13,43,2013-03-29,1.07
13,43,2013-04-05,1.07
13,43,2013-04-12,1.07
13,43,2013-04-19,1.07
13,43,2013-04-26,1.07
13,43,2013-05-03,1.07
13,43,2013-05-10,1.07
13,43,2013-05-17,1.07
13,43,2013-05-24,1.07
13,43,2013-05-31,1.07
13,43,2013-06-07,1.07
13,43,2013-06-14,1.07
13,43,2013-06-21,1.07
13,43,2013-06-28,1.07
13,43,2013-07-05,1.07
13,43,2013-07-12,1.07
13,43,2013-07-19,1.07
13,43,2013-07-26,1.07
14,1,2012-11-02,33704.80464210531
14,1,2012-11-09,38239.75230514358
14,1,2012-11-16,36462.05282123257
14,1,2012-11-23,37481.912162342516
14,1,2012-11-30,39759.46365533507
14,1,2012-12-07,36494.301337947516
14,1,2012-12-14,37292.45212664225
14,1,2012-12-21,37296.48319123162
14,1,2012-12-28,40352.03014997207
14,1,2013-01-04,41597.62910808659
14,1,2013-01-11,39215.269935770484
14,1,2013-01-18,38138.975690409396
14,1,2013-01-25,44169.448316102964
14,1,2013-02-01,40771.260867266275
14,1,2013-02-08,43161.68216876112
14,1,2013-02-15,40388.309731276386
14,1,2013-02-22,42157.94708600865
14,1,2013-03-01,38836.34986436995
14,1,2013-03-08,40283.502051952826
14,1,2013-03-15,37590.75090625543
14,1,2013-03-22,40114.1973391994
14,1,2013-03-29,38449.36766379068
14,1,2013-04-05,37135.24060765693
14,1,2013-04-12,31713.458734957836
14,1,2013-04-19,32164.937968966977
14,1,2013-04-26,34434.4273327808
14,1,2013-05-03,32245.559260754326
14,1,2013-05-10,31120.892240320834
14,1,2013-05-17,30423.51806636028
14,1,2013-05-24,27795.263954092767
14,1,2013-05-31,28291.08489858495
14,1,2013-06-07,26344.08070192052
14,1,2013-06-14,26626.25522317623
14,1,2013-06-21,26577.88244810383
14,1,2013-06-28,24191.492211198354
14,1,2013-07-05,23606.987845740085
14,1,2013-07-12,22853.17876752839
14,1,2013-07-19,21454.399355017915
14,1,2013-07-26,24187.461146608985
14,2,2012-11-02,78249.55092299345
14,2,2012-11-09,78320.23298458496
14,2,2012-11-16,78414.50607681263
14,2,2012-11-23,78424.76803406564
14,2,2012-11-30,78511.50736812662
14,2,2012-12-07,78697.21743275845
14,2,2012-12-14,78928.58025125548
14,2,2012-12-21,79204.42743299037
14,2,2012-12-28,79273.33582034663
14,2,2013-01-04,79148.80141022672
14,2,2013-01-11,79069.25369582084
14,2,2013-01-18,79099.17069593532
14,2,2013-01-25,79199.86559810521
14,2,2013-02-01,79057.63234341936
14,2,2013-02-08,78438.54010825901
14,2,2013-02-15,78166.86051927907
14,2,2013-02-22,77969.6973368683
14,2,2013-03-01,77835.51553436305
14,2,2013-03-08,77975.75256980746
14,2,2013-03-15,78097.72336323625
14,2,2013-03-22,78255.00458028776
14,2,2013-03-29,78331.30974505402
14,2,2013-04-05,78430.10825767729
14,2,2013-04-12,78609.88282849168
14,2,2013-04-19,78825.818967919
14,2,2013-04-26,79100.23781177454
14,2,2013-05-03,79203.70721191679
14,2,2013-05-10,79244.19523805942
14,2,2013-05-17,79104.73648134594
14,2,2013-05-24,79046.25377691771
14,2,2013-05-31,78960.77905506107
14,2,2013-06-07,79019.2617594893
14,2,2013-06-14,79023.7604290607
14,2,2013-06-21,79050.7524464891
14,2,2013-06-28,78992.26974206087
14,2,2013-07-05,79104.73648134594
14,2,2013-07-12,79104.73648134594
14,2,2013-07-19,78551.40012406344
14,2,2013-07-26,78249.98926277949
14,3,2012-11-02,18451.265143120956
14,3,2012-11-09,14827.078197991706
14,3,2012-11-16,16247.759480482373
14,3,2012-11-23,15432.720105266639
14,3,2012-11-30,13612.57288393506
14,3,2012-12-07,16221.98748442812
14,3,2012-12-14,15584.13058208537
14,3,2012-12-21,15580.90908257859
14,3,2012-12-28,13139.012456438171
14,3,2013-01-04,12143.56910884267
14,3,2013-01-11,14047.47531735057
14,3,2013-01-18,14907.615685661247
14,3,2013-01-25,10088.252423516038
14,3,2013-02-01,12803.97650773289
14,3,2013-02-08,10893.627300211427
14,3,2013-02-15,13110.018960877136
14,3,2013-02-22,11695.780677400035
14,3,2013-03-01,14350.296270988036
14,3,2013-03-08,13193.77794805346
14,3,2013-03-15,15345.739618583537
14,3,2013-03-22,13329.080927338282
14,3,2013-03-29,14659.560223639066
14,3,2013-04-05,15709.769062849851
14,3,2013-04-12,20042.685899471046
14,3,2013-04-19,19681.877954711512
14,3,2013-04-26,17868.173732393494
14,3,2013-05-03,19617.44796457588
14,3,2013-05-10,20516.246326967932
14,3,2013-05-17,21073.565741641145
14,3,2013-05-24,23173.983420062716
14,3,2013-05-31,22777.738980728584
14,3,2013-06-07,24333.723242504075
14,3,2013-06-14,24108.21827702937
14,3,2013-06-21,24146.876271110745
14,3,2013-06-28,26054.003979125428
14,3,2013-07-05,26521.121407608753
14,3,2013-07-12,27123.541815376906
14,3,2013-07-19,28241.402144230105
14,3,2013-07-26,26057.22547863221
14,4,2012-11-02,51797.1029730721
14,4,2012-11-09,51740.565016561835
14,4,2012-11-16,51684.02706005158
14,4,2012-11-23,51627.48910354132
14,4,2012-11-30,51570.95114703106
14,4,2012-12-07,51514.413190520805
14,4,2012-12-14,51457.87523401054
14,4,2012-12-21,51401.337277500286
14,4,2012-12-28,51344.79932099002
14,4,2013-01-04,51288.26136447977
14,4,2013-01-11,51231.723407969504
14,4,2013-01-18,51175.18545145925
14,4,2013-01-25,51118.64749494899
14,4,2013-02-01,51062.10953843873
14,4,2013-02-08,51005.571581928474
14,4,2013-02-15,50949.03362541821
14,4,2013-02-22,50892.495668907955
14,4,2013-03-01,50835.9577123977
14,4,2013-03-08,50779.41975588744
14,4,2013-03-15,50722.88179937718
14,4,2013-03-22,50666.34384286692
14,4,2013-03-29,50609.80588635666
14,4,2013-04-05,50553.2679298464
14,4,2013-04-12,50496.72997333614
14,4,2013-04-19,50440.19201682589
14,4,2013-04-26,50383.654060315625
14,4,2013-05-03,50327.11610380537
14,4,2013-05-10,50270.578147295106
14,4,2013-05-17,50214.04019078485
14,4,2013-05-24,50157.502234274594
14,4,2013-05-31,50100.96427776433
14,4,2013-06-07,50044.426321254075
14,4,2013-06-14,49987.88836474381
14,4,2013-06-21,49931.35040823356
14,4,2013-06-28,49874.81245172329
14,4,2013-07-05,49818.27449521304
14,4,2013-07-12,49761.73653870278
14,4,2013-07-19,49705.19858219252
14,4,2013-07-26,49648.66062568226
14,5,2012-11-02,36656.619451144754
14,5,2012-11-09,42679.16240895302
14,5,2012-11-16,40335.12186948427
14,5,2012-11-23,125707.67625316097
14,5,2012-11-30,50395.862236375906
14,5,2012-12-07,40468.481907640526
14,5,2012-12-14,41438.32108543329
14,5,2012-12-21,41570.418286878594
14,5,2012-12-28,45686.83175204837
14,5,2013-01-04,46996.57691367347
14,5,2013-01-11,43855.352523184614
14,5,2013-01-18,42440.90760588662
14,5,2013-01-25,50364.287987262025
14,5,2013-02-01,47337.70573763495
14,5,2013-02-08,49201.77073700019
14,5,2013-02-15,45396.70045319955
14,5,2013-02-22,47801.34043962833
14,5,2013-03-01,43367.40013305767
14,5,2013-03-08,45333.35824313244
14,5,2013-03-15,41717.75183905702
14,5,2013-03-22,45846.95594237343
14,5,2013-03-29,43450.51485723932
14,5,2013-04-05,41463.672549983145
14,5,2013-04-12,34049.03683121874
14,5,2013-04-19,34647.86883060963
14,5,2013-04-26,37712.3245263796
14,5,2013-05-03,34811.118343973125
14,5,2013-05-10,33292.18485423872
14,5,2013-05-17,32310.33408118872
14,5,2013-05-24,29488.25064086984
14,5,2013-05-31,29951.12182766563
14,5,2013-06-07,27014.36585765126
14,5,2013-06-14,27770.85174725442
14,5,2013-06-21,27384.97865985059
14,5,2013-06-28,24247.242578961916
14,5,2013-07-05,24318.778988217244
14,5,2013-07-12,22432.494600258142
14,5,2013-07-19,20614.633413342373
14,5,2013-07-26,24101.317756997225
14,6,2012-11-02,3138.7119278180908
14,6,2012-11-09,3175.7291521085426
14,6,2012-11-16,3186.7661897335347
14,6,2012-11-23,26402.925269018786
14,6,2012-11-30,4756.651670157473
14,6,2012-12-07,3209.027397238824
14,6,2012-12-14,3195.7595287224103
14,6,2012-12-21,3206.9721496621787
14,6,2012-12-28,3186.327862136357
14,6,2013-01-04,3025.1396831981547
14,6,2013-01-11,2957.436361019805
14,6,2013-01-18,2933.4872693093494
14,6,2013-01-25,2927.3451571553596
14,6,2013-02-01,3292.914296596311
14,6,2013-02-08,2850.921404420951
14,6,2013-02-15,2749.5489322187204
14,6,2013-02-22,2698.217879344593
14,6,2013-03-01,2614.3200422228983
14,6,2013-03-08,2598.27689061976
14,6,2013-03-15,2544.4623519756133
14,6,2013-03-22,2746.162653247404
14,6,2013-03-29,2656.8436783117504
14,6,2013-04-05,2555.906616588196
14,6,2013-04-12,2456.987276011234
14,6,2013-04-19,2483.6045540153573
14,6,2013-04-26,2537.8322692767833
14,6,2013-05-03,2543.4893509027315
14,6,2013-05-10,2537.1071833268506
14,6,2013-05-17,2502.9043926140002
14,6,2013-05-24,2671.235044795525
14,6,2013-05-31,2609.011982539203
14,6,2013-06-07,2511.696195438126
14,6,2013-06-14,2618.767243702576
14,6,2013-06-21,2532.8367890181835
14,6,2013-06-28,2526.01768410721
14,6,2013-07-05,2771.332397227423
14,6,2013-07-12,2523.909161222109
14,6,2013-07-19,2465.282538957894
14,6,2013-07-26,2400.597902634152
14,7,2012-11-02,39665.0
14,7,2012-11-09,39620.0
14,7,2012-11-16,40336.0
14,7,2012-11-23,40578.0
14,7,2012-11-30,41449.0
14,7,2012-12-07,40329.0
14,7,2012-12-14,40462.0
14,7,2012-12-21,40630.0
14,7,2012-12-28,40689.0
14,7,2013-01-04,40711.0
14,7,2013-01-11,40564.0
14,7,2013-01-18,40611.0
14,7,2013-01-25,40641.0
14,7,2013-02-01,40643.0
14,7,2013-02-08,40634.0
14,7,2013-02-15,40618.0
14,7,2013-02-22,40629.0
14,7,2013-03-01,40633.0
14,7,2013-03-08,40631.0
14,7,2013-03-15,40629.0
14,7,2013-03-22,40628.0
14,7,2013-03-29,40630.0
14,7,2013-04-05,40630.0
14,7,2013-04-12,40629.0
14,7,2013-04-19,40629.0
14,7,2013-04-26,40629.0
14,7,2013-05-03,40629.0
14,7,2013-05-10,40629.0
14,7,2013-05-17,40629.0
14,7,2013-05-24,40629.0
14,7,2013-05-31,40629.0
14,7,2013-06-07,40629.0
14,7,2013-06-14,40629.0
14,7,2013-06-21,40629.0
14,7,2013-06-28,40629.0
14,7,2013-07-05,40629.0
14,7,2013-07-12,40629.0
14,7,2013-07-19,40629.0
14,7,2013-07-26,40629.0
14,8,2012-11-02,47194.0
14,8,2012-11-09,47023.0
14,8,2012-11-16,46766.0
14,8,2012-11-23,46457.0
14,8,2012-11-30,46201.0
14,8,2012-12-07,45758.0
14,8,2012-12-14,45497.0
14,8,2012-12-21,45034.0
14,8,2012-12-28,44841.0
14,8,2013-01-04,44992.0
14,8,2013-01-11,45073.0
14,8,2013-01-18,45063.0
14,8,2013-01-25,45099.0
14,8,2013-02-01,45195.0
14,8,2013-02-08,45335.0
14,8,2013-02-15,45267.0
14,8,2013-02-22,45259.0
14,8,2013-03-01,45281.0
14,8,2013-03-08,45401.0
14,8,2013-03-15,45471.0
14,8,2013-03-22,45445.0
14,8,2013-03-29,45512.0
14,8,2013-04-05,45572.0
14,8,2013-04-12,45705.0
14,8,2013-04-19,45665.0
14,8,2013-04-26,45672.0
14,8,2013-05-03,45707.0
14,8,2013-05-10,45610.0
14,8,2013-05-17,45551.0
14,8,2013-05-24,45497.0
14,8,2013-05-31,45450.0
14,8,2013-06-07,45413.0
14,8,2013-06-14,45383.0
14,8,2013-06-21,45370.0
14,8,2013-06-28,45365.0
14,8,2013-07-05,45377.0
14,8,2013-07-12,45397.0
14,8,2013-07-19,45412.0
14,8,2013-07-26,45424.0
14,9,2012-11-02,22562.0
14,9,2012-11-09,22411.0
14,9,2012-11-16,22248.0
14,9,2012-11-23,22289.0
14,9,2012-11-30,22164.0
14,9,2012-12-07,22011.0
14,9,2012-12-14,21805.0
14,9,2012-12-21,21373.0
14,9,2012-12-28,20902.0
14,9,2013-01-04,20554.0
14,9,2013-01-11,20194.0
14,9,2013-01-18,19941.0
14,9,2013-01-25,19739.0
14,9,2013-02-01,19106.0
14,9,2013-02-08,19051.0
14,9,2013-02-15,18973.0
14,9,2013-02-22,18927.0
14,9,2013-03-01,18906.0
14,9,2013-03-08,18950.0
14,9,2013-03-15,19017.0
14,9,2013-03-22,19055.0
14,9,2013-03-29,19116.0
14,9,2013-04-05,19225.0
14,9,2013-04-12,19373.0
14,9,2013-04-19,19589.0
14,9,2013-04-26,19781.0
14,9,2013-05-03,19956.0
14,9,2013-05-10,20112.0
14,9,2013-05-17,20352.0
14,9,2013-05-24,20264.0
14,9,2013-05-31,20185.0
14,9,2013-06-07,20108.0
14,9,2013-06-14,20035.0
14,9,2013-06-21,19957.0
14,9,2013-06-28,19881.0
14,9,2013-07-05,19807.0
14,9,2013-07-12,19738.0
14,9,2013-07-19,19682.0
14,9,2013-07-26,19640.0
14,10,2012-11-02,19594.298100105792
14,10,2012-11-09,19597.643271061257
14,10,2012-11-16,19598.156581330262
14,10,2012-11-23,19594.89405195684
14,10,2012-11-30,19591.631537819692
14,10,2012-12-07,19588.369023682553
14,10,2012-12-14,19583.388177137345
14,10,2012-12-21,19568.097366616348
14,10,2012-12-28,19552.806540859066
14,10,2013-01-04,19537.515730338077
14,10,2013-01-11,19522.224919817076
14,10,2013-01-18,19514.678893192064
14,10,2013-01-25,19510.2307831727
14,10,2013-02-01,19505.782673153342
14,10,2013-02-08,19501.334578370257
14,10,2013-02-15,19494.26770227477
14,10,2013-02-22,19480.653949079646
14,10,2013-03-01,19467.040180648244
14,10,2013-03-08,19453.426427453127
14,10,2013-03-15,19440.513268879233
14,10,2013-03-22,19429.351657803527
14,10,2013-03-29,19418.190046727817
14,10,2013-04-05,19407.028435652115
14,10,2013-04-12,19395.86680934013
14,10,2013-04-19,19395.86680934013
14,10,2013-04-26,19395.86680934013
14,10,2013-05-03,19395.86680934013
14,10,2013-05-10,19395.86680934013
14,10,2013-05-17,19395.86680934013
14,10,2013-05-24,19395.86680934013
14,10,2013-05-31,19395.86680934013
14,10,2013-06-07,19395.86680934013
14,10,2013-06-14,19395.86680934013
14,10,2013-06-21,19395.86680934013
14,10,2013-06-28,19395.86680934013
14,10,2013-07-05,19395.86680934013
14,10,2013-07-12,19395.86680934013
14,10,2013-07-19,19395.86680934013
14,10,2013-07-26,19395.86680934013
14,11,2012-11-02,18977.0
14,11,2012-11-09,19238.0
14,11,2012-11-16,19084.0
14,11,2012-11-23,19168.0
14,11,2012-11-30,19296.0
14,11,2012-12-07,19401.0
14,11,2012-12-14,19435.0
14,11,2012-12-21,19347.0
14,11,2012-12-28,18423.0
14,11,2013-01-04,18386.0
14,11,2013-01-11,18188.0
14,11,2013-01-18,17796.0
14,11,2013-01-25,17677.0
14,11,2013-02-01,16975.0
14,11,2013-02-08,16991.0
14,11,2013-02-15,16973.0
14,11,2013-02-22,17031.0
14,11,2013-03-01,17010.0
14,11,2013-03-08,17056.0
14,11,2013-03-15,17146.0
14,11,2013-03-22,17202.0
14,11,2013-03-29,17250.0
14,11,2013-04-05,17089.0
14,11,2013-04-12,17219.0
14,11,2013-04-19,17371.0
14,11,2013-04-26,17511.0
14,11,2013-05-03,17659.0
14,11,2013-05-10,17711.0
14,11,2013-05-17,17776.0
14,11,2013-05-24,17944.0
14,11,2013-05-31,17908.0
14,11,2013-06-07,17862.0
14,11,2013-06-14,17820.0
14,11,2013-06-21,17774.0
14,11,2013-06-28,17721.0
14,11,2013-07-05,17663.0
14,11,2013-07-12,17602.0
14,11,2013-07-19,17542.0
14,11,2013-07-26,17512.0
14,12,2012-11-02,5133.0
14,12,2012-11-09,5124.0
14,12,2012-11-16,5115.0
14,12,2012-11-23,5087.0
14,12,2012-11-30,5054.0
14,12,2012-12-07,5008.0
14,12,2012-12-14,5007.0
14,12,2012-12-21,4949.0
14,12,2012-12-28,4893.0
14,12,2013-01-04,4851.0
14,12,2013-01-11,4826.0
14,12,2013-01-18,4818.0
14,12,2013-01-25,4818.0
14,12,2013-02-01,4795.0
14,12,2013-02-08,4812.0
14,12,2013-02-15,4840.0
14,12,2013-02-22,4838.0
14,12,2013-03-01,4843.0
14,12,2013-03-08,4825.0
14,12,2013-03-15,4815.0
14,12,2013-03-22,4797.0
14,12,2013-03-29,4796.0
14,12,2013-04-05,4797.0
14,12,2013-04-12,4803.0
14,12,2013-04-19,4819.0
14,12,2013-04-26,4839.0
14,12,2013-05-03,4845.0
14,12,2013-05-10,4860.0
14,12,2013-05-17,4895.0
14,12,2013-05-24,4893.0
14,12,2013-05-31,4884.0
14,12,2013-06-07,4876.0
14,12,2013-06-14,4868.0
14,12,2013-06-21,4860.0
14,12,2013-06-28,4854.0
14,12,2013-07-05,4848.0
14,12,2013-07-12,4843.0
14,12,2013-07-19,4839.0
14,12,2013-07-26,4837.0
14,13,2012-11-02,53179.0
14,13,2012-11-09,52990.0
14,13,2012-11-16,52777.0
14,13,2012-11-23,52606.0
14,13,2012-11-30,52513.0
14,13,2012-12-07,52195.0
14,13,2012-12-14,51932.0
14,13,2012-12-21,51525.0
14,13,2012-12-28,51400.0
14,13,2013-01-04,51610.0
14,13,2013-01-11,51698.0
14,13,2013-01-18,51677.0
14,13,2013-01-25,51900.0
14,13,2013-02-01,52023.0
14,13,2013-02-08,52222.0
14,13,2013-02-15,52232.0
14,13,2013-02-22,52223.0
14,13,2013-03-01,52227.0
14,13,2013-03-08,52202.0
14,13,2013-03-15,52194.0
14,13,2013-03-22,51936.0
14,13,2013-03-29,51995.0
14,13,2013-04-05,51982.0
14,13,2013-04-12,52059.0
14,13,2013-04-19,51945.0
14,13,2013-04-26,51996.0
14,13,2013-05-03,52078.0
14,13,2013-05-10,52122.0
14,13,2013-05-17,52083.0
14,13,2013-05-24,52050.0
14,13,2013-05-31,52023.0
14,13,2013-06-07,52001.0
14,13,2013-06-14,51982.0
14,13,2013-06-21,51974.0
14,13,2013-06-28,51976.0
14,13,2013-07-05,51992.0
14,13,2013-07-12,52014.0
14,13,2013-07-19,52029.0
14,13,2013-07-26,52042.0
14,14,2012-11-02,25585.59371649834
14,14,2012-11-09,27519.761999568997
14,14,2012-11-16,26771.455739047593
14,14,2012-11-23,76666.53700211734
14,14,2012-11-30,31522.524308620745
14,14,2012-12-07,26838.505156353913
14,14,2012-12-14,27125.861672819752
14,14,2012-12-21,27202.192948321666
14,14,2012-12-28,28539.864604860322
14,14,2013-01-04,28868.346071425713
14,14,2013-01-11,27865.57794985552
14,14,2013-01-18,27415.309836817083
14,14,2013-01-25,29937.130666709
14,14,2013-02-01,29362.76019469578
14,14,2013-02-08,29610.82115810093
14,14,2013-02-15,28356.179433550253
14,14,2013-02-22,29143.02395771745
14,14,2013-03-01,27712.953424498686
14,14,2013-03-08,28356.127628085083
14,14,2013-03-15,27184.37655636688
14,14,2013-03-22,28718.625790354163
14,14,2013-03-29,27899.371109811982
14,14,2013-04-05,27196.640737109803
14,14,2013-04-12,24758.050165447617
14,14,2013-04-19,24950.168434651976
14,14,2013-04-26,25947.845162063903
14,14,2013-05-03,25017.627119772646
14,14,2013-05-10,24523.03447337864
14,14,2013-05-17,24192.802393906015
14,14,2013-05-24,23465.27038009098
14,14,2013-05-31,23561.596753026544
14,14,2013-06-07,22524.520252462877
14,14,2013-06-14,22869.59839899933
14,14,2013-06-21,22659.627414775612
14,14,2013-06-28,21660.344985230768
14,14,2013-07-05,21910.12359261325
14,14,2013-07-12,21067.51681049887
14,14,2013-07-19,20494.338661411442
14,14,2013-07-26,21575.873616222812
14,16,2012-11-02,37310.1
14,16,2012-11-09,37310.1
14,16,2012-11-16,37310.1
14,16,2012-11-23,37310.1
14,16,2012-11-30,37310.1
14,16,2012-12-07,37310.1
14,16,2012-12-14,37310.1
14,16,2012-12-21,37310.1
14,16,2012-12-28,37310.1
14,16,2013-01-04,37310.1
14,16,2013-01-11,37310.1
14,16,2013-01-18,37310.1
14,16,2013-01-25,37310.1
14,16,2013-02-01,37310.1
14,16,2013-02-08,37310.1
14,16,2013-02-15,37310.1
14,16,2013-02-22,37310.1
14,16,2013-03-01,37310.1
14,16,2013-03-08,37310.1
14,16,2013-03-15,37310.1
14,16,2013-03-22,37310.1
14,16,2013-03-29,37310.1
14,16,2013-04-05,37310.1
14,16,2013-04-12,37310.1
14,16,2013-04-19,37310.1
14,16,2013-04-26,37310.1
14,16,2013-05-03,37310.1
14,16,2013-05-10,37310.1
14,16,2013-05-17,37310.1
14,16,2013-05-24,37310.1
14,16,2013-05-31,37310.1
14,16,2013-06-07,37310.1
14,16,2013-06-14,37310.1
14,16,2013-06-21,37310.1
14,16,2013-06-28,37310.1
14,16,2013-07-05,37310.1
14,16,2013-07-12,37310.1
14,16,2013-07-19,37310.1
14,16,2013-07-26,37310.1
14,17,2012-11-02,22525.255146767806
14,17,2012-11-09,22438.956335599247
14,17,2012-11-16,22352.65752443069
14,17,2012-11-23,22266.358713262136
